"","GENENAME","estimate","se","p","fdr"
"TMTC4","TMTC4",-0.736648503982651,0.109869888460318,2.894657578331e-34,1.74987857566653e-33
"TMUB1","TMUB1",0.232560248969528,0.0510931465067166,0.000269667303048267,0.000349508934243685
"TMUB2","TMUB2",0.280127229275088,0.0621268740638035,3.69982200156995e-16,1.01706654237153e-15
"TMX1","TMX1",0.0183230280744874,0.11371464881231,0.00138107714289715,0.001693865144967
"TMX2","TMX2",-0.221979630585496,0.0342725402239501,8.18044911134386e-12,1.7703979231332e-11
"TMX3","TMX3",-0.0323637711926309,0.0991044701085505,0.00179154014853794,0.00217710080531364
"TMX4","TMX4",0.242365411788258,0.0944763005080398,3.87431503296341e-06,5.77966810845513e-06
"TNFAIP1","TNFAIP1",0.0431505552848112,0.0525925157145765,0.164797321906097,0.172023373028876
"TNFAIP2","TNFAIP2",1.64490541371952,0.150387398991492,8.53408422474472e-71,1.98789049955257e-69
"TNFAIP3","TNFAIP3",1.29977778180533,0.217722081275244,6.49475581415602e-26,2.80504638809503e-25
"TNFAIP6","TNFAIP6",1.58185495561524,0.185432135517638,2.58571493930928e-15,6.80773389130686e-15
"TNFAIP8","TNFAIP8",0.41826994339707,0.159056549957504,1.80248169845666e-16,5.04347429636334e-16
"TNFAIP8L1","TNFAIP8L1",-0.11276229803853,0.0655165578408148,0.0397269662951462,0.0433467852058966
"TNFAIP8L2","TNFAIP8L2",0.814347980434999,0.258759601588865,8.36257978345808e-20,2.73085835836767e-19
"TNFRSF10A","TNFRSF10A",0.353127722056068,0.132325304223714,6.85580773469719e-05,9.30285903626318e-05
"TNFRSF10B","TNFRSF10B",0.782388960337393,0.125950295853019,1.90470360364134e-28,9.07593554609403e-28
"TNFRSF10C","TNFRSF10C",1.48106709563155,0.214996790124534,1.72118571154309e-31,9.27865648754412e-31
"TNFRSF10D","TNFRSF10D",0.210332865948031,0.180867153109868,2.16429369445582e-06,3.29053363713215e-06
"TNFRSF11A","TNFRSF11A",1.22240740104329,0.326814013444001,1.70602191960808e-14,4.30046143775835e-14
"TNFRSF12A","TNFRSF12A",0.904653887932934,0.573722013968884,4.12941478218662e-17,1.18840483927387e-16
"TNFRSF13B","TNFRSF13B",0.895495823072059,0.243499865645725,9.53404253478412e-10,1.82361735965829e-09
"TNFRSF13C","TNFRSF13C",0.810277713904358,0.18132633039163,1.47979097950428e-12,3.34484466939601e-12
"TNFRSF14","TNFRSF14",1.2383094588671,0.093639358815074,4.21822538123082e-37,2.8843946582601e-36
"TNFRSF17","TNFRSF17",0.732454845431161,0.476529153999436,1.69137726091024e-08,2.96720170031165e-08
"TNFRSF18","TNFRSF18",-1.17380170467909,0.346569693714063,1.505619403395e-13,3.59578406071644e-13
"TNFRSF19","TNFRSF19",-2.43504497826587,0.529220741551872,5.20009866121501e-29,2.5377931268734e-28
"TNFRSF1A","TNFRSF1A",0.240292176849607,0.0955754782705357,0.000115248089536817,0.000153720081774623
"TNFRSF1B","TNFRSF1B",2.65784408549119,0.1465033833114,4.69851105262548e-137,1.03567364924817e-134
"TNFRSF21","TNFRSF21",-0.251845763546722,0.493261779422379,1.63089823650485e-12,3.67732178615595e-12
"TNFRSF25","TNFRSF25",-0.15778926190785,0.147170650354271,0.564089797222609,0.569979699180026
"TNFRSF4","TNFRSF4",-1.69885599265683,0.389535593390626,5.18933893020825e-27,2.35309338233405e-26
"TNFRSF8","TNFRSF8",1.78491282466771,0.439802002236408,5.85106247707265e-48,6.01426568778892e-47
"TNFSF10","TNFSF10",2.18490944354564,0.178059094087788,2.85655596190666e-87,1.08979441072356e-85
"TNFSF12","TNFSF12",2.14299038428274,0.131119929089244,8.43497006894942e-57,1.19100176430255e-55
"TNFSF13","TNFSF13",0.934713015328979,0.154670115522425,2.68315700807684e-31,1.43153822802056e-30
"TNFSF13B","TNFSF13B",1.53004305502608,0.141092529202,1.33154597990289e-70,3.07158755790389e-69
"TNFSF14","TNFSF14",1.20615589424381,0.232407792850554,6.60913483602977e-21,2.26775819986343e-20
"TNFSF4","TNFSF4",-0.717864954049652,0.284503229417061,1.62914478834652e-16,4.56275539192674e-16
"TNFSF8","TNFSF8",1.42901643646745,0.173650880624927,9.77122674122908e-22,3.48328577121443e-21
"TNFSF9","TNFSF9",1.00644313104819,0.379013921301229,2.73075274062175e-16,7.56790451027256e-16
"TNIK","TNIK",-0.820781475480185,0.128578555534399,1.10489717334902e-08,1.96087536221461e-08
"TNIP1","TNIP1",0.439127278822763,0.0536869604380183,1.55852068096043e-16,4.37112904464467e-16
"TNIP2","TNIP2",0.600892822203361,0.0422184345450578,5.68756104650016e-43,4.94876017079616e-42
"TNK1","TNK1",0.0672524431835944,0.138568003130323,0.107032282819797,0.113224783363317
"TNK2","TNK2",0.372931793219624,0.0549298434223609,1.48550234282571e-09,2.80043306725601e-09
"TNKS","TNKS",-0.507095245410622,0.128715070295287,1.91216560543682e-28,9.10784601901341e-28
"TNKS1BP1","TNKS1BP1",-0.844706556611243,0.321891100521838,1.23648661877756e-35,7.92136718154432e-35
"TNKS2","TNKS2",0.290221941186102,0.0901927543354868,3.78328524004259e-14,9.34864941088374e-14
"TNN","TNN",-0.630836614304622,0.375447183650233,0.0239305943889984,0.0265739215423312
"TNNI2","TNNI2",2.55724758076443,0.143736885951792,1.58742664374428e-67,3.28611118965011e-66
"TNNT1","TNNT1",2.19519024312713,0.252010724771094,3.77174396012685e-23,1.43756222726192e-22
"TNNT3","TNNT3",-0.517293326289708,0.236580996770329,0.0010224306243557,0.00126757543190354
"TNPO1","TNPO1",-0.157691829340657,0.145345875492576,4.75068335669451e-08,8.08244475350934e-08
"TNPO2","TNPO2",-0.539687115690399,0.13702406121747,6.93162305787193e-42,5.78997257949821e-41
"TNPO3","TNPO3",0.0143476767636336,0.0924875356598282,2.84919077251866e-07,4.59787388358048e-07
"TNR","TNR",-1.77412578229931,0.767264381197771,5.14086249914245e-18,1.542517931114e-17
"TNRC18","TNRC18",-0.352272342227191,0.0984109652453193,4.035743503827e-15,1.04999901477711e-14
"TNRC6A","TNRC6A",-0.0782556302739519,0.0875554033466644,0.000994114873282986,0.00123439905452612
"TNRC6B","TNRC6B",-0.153888910163021,0.0811013570478985,0.000611001907264776,0.00077205474545357
"TNRC6C","TNRC6C",-0.482747633650578,0.141154933866522,8.70652434591156e-12,1.88151342210213e-11
"TNS1","TNS1",-0.544727574602307,0.214234948297471,8.74814463777501e-05,0.000117673370576829
"TNS3","TNS3",0.658111813053901,0.1041901578764,3.30074671225841e-20,1.09653329935841e-19
"TNXB","TNXB",-0.294963244771233,0.238554236089078,0.021695524629987,0.0241799465983835
"TOB1","TOB1",0.94324966033281,0.178141546208306,2.72572483997247e-37,1.87973944207371e-36
"TOB2","TOB2",-0.161071653649228,0.10602994176855,0.000548132525547982,0.000694678604301281
"TOE1","TOE1",-0.269496147297385,0.119943201302262,1.88620396267475e-15,5.00255921740588e-15
"TOLLIP","TOLLIP",0.822837508779284,0.11386961753586,3.11966147599497e-68,6.72705263564639e-67
"TOM1","TOM1",1.40205356161212,0.107585070298998,5.464834702989e-105,3.53521344943902e-103
"TOM1L1","TOM1L1",-1.36989669200604,0.112248572132016,1.65195909224039e-31,8.92162843690442e-31
"TOM1L2","TOM1L2",0.159533499265007,0.105163161749454,4.29504842800997e-06,6.38172031439304e-06
"TOMM20","TOMM20",-0.308987931338544,0.146561416404061,1.0231183373532e-12,2.33253736248135e-12
"TOMM22","TOMM22",-0.0103375225581728,0.0563953366946704,0.255811318843332,0.263698114505255
"TOMM34","TOMM34",-0.189790697385133,0.0777053726324584,6.76525419637991e-05,9.18417206883098e-05
"TOMM40","TOMM40",-0.219180553095354,0.114203781611717,1.72282045318386e-05,2.45002770062694e-05
"TOMM40L","TOMM40L",0.283840843451652,0.115831460361455,4.16745607057218e-12,9.16917367985595e-12
"TOMM5","TOMM5",-0.181169796951547,0.0896021905273876,0.000752229982749325,0.000943100219577124
"TOMM7","TOMM7",0.425196668928974,0.0839895498170382,3.67810708327597e-14,9.09819380969115e-14
"TOMM70A","TOMM70A",-0.297523943111766,0.0729780725400411,5.73434405144858e-14,1.40193986690568e-13
"TOP1","TOP1",0.250481876645437,0.127089729410309,2.60408129416429e-07,4.21547390785224e-07
"TOP1MT","TOP1MT",-0.460713041477779,0.123550186882716,1.73756914047857e-12,3.9133936573541e-12
"TOP2A","TOP2A",0.132245301232673,0.292608437821079,0.00159637862456624,0.00194789285168754
"TOP2B","TOP2B",-0.366710807546432,0.10491250483597,5.75466119370397e-19,1.80494682974067e-18
"TOP3A","TOP3A",0.0656519900627967,0.0660142778420037,0.031915932710996,0.0350715793075134
"TOP3B","TOP3B",-0.131615021120816,0.0682802852184842,0.00212450550092408,0.00256730852563445
"TOPBP1","TOPBP1",-0.207365753134212,0.088660654716998,2.53156125464846e-07,4.10198388430174e-07
"TOPORS","TOPORS",-0.506205521306346,0.13699643191342,1.53255019737279e-21,5.41947266765547e-21
"TOR1A","TOR1A",0.142261233596414,0.0755611794365367,3.92781846815351e-05,5.42502010053738e-05
"TOR1AIP1","TOR1AIP1",0.459135870606256,0.0549475805854862,3.19364599695471e-30,1.6301015566789e-29
"TOR1AIP2","TOR1AIP2",-0.0014950685606533,0.138968095261465,1.37344653589423e-05,1.96728449058352e-05
"TOR1B","TOR1B",0.31193245142507,0.0777476098348763,1.29108238102738e-10,2.61045584871224e-10
"TOR2A","TOR2A",0.610583612505802,0.0474337412221672,1.75993699942232e-37,1.22077681259463e-36
"TOR3A","TOR3A",0.194099019240093,0.0421515093631377,0.00022859344433511,0.000298088055206049
"TOX","TOX",-1.67767427844002,0.184385918288278,4.00044582695967e-38,2.86506057029488e-37
"TOX2","TOX2",1.04512660295229,0.254808096229743,1.33633605537784e-09,2.52723356643827e-09
"TOX4","TOX4",0.115111515553611,0.0788005726249567,5.40099903377626e-08,9.15002725576983e-08
"TP53","TP53",-0.442011008909925,0.140334263891155,1.38921085603676e-20,4.6976638691493e-20
"TP53BP1","TP53BP1",-0.948395169986543,0.142437694557811,1.5923265752137e-71,3.86017580952518e-70
"TP53BP2","TP53BP2",0.065157289118557,0.251480037383241,1.25394666990903e-14,3.17839165501005e-14
"TP53I11","TP53I11",1.60120424107207,0.166253337413251,1.83197330903383e-41,1.50011868207025e-40
"TP53I13","TP53I13",-0.00513370770863335,0.0791081930175487,0.0665369006910443,0.0713696250270794
"TP53I3","TP53I3",0.357781740073847,0.115822324730524,0.000230380933932989,0.00030032025589797
"TP53INP1","TP53INP1",-0.328636524045119,0.147102077593209,1.59064570467972e-05,2.2674797392578e-05
"TP53INP2","TP53INP2",1.23580426843108,0.276426092363425,2.8639265367573e-18,8.69625448138319e-18
"TP53RK","TP53RK",-0.100401141539854,0.0952362901098782,0.000498627030631991,0.000634504762199336
"TP63","TP63",-0.191691470611302,0.447230137761691,0.000269170570224065,0.000348974762812008
"TP73","TP73",0.292316186621938,0.301742910034681,0.00331649323608451,0.00394170933490903
"TPBG","TPBG",-1.33694262395239,0.364799674888675,4.39925303567716e-13,1.02514308699423e-12
"TPCN1","TPCN1",-0.325106741663861,0.0831992021745571,0.0017025453324104,0.00207297433425542
"TPCN2","TPCN2",0.228313493650912,0.0949334078030021,5.50971322327501e-06,8.11358610622819e-06
"TPD52","TPD52",-1.45689521424834,0.226612741456749,4.81481351797258e-33,2.77802837151855e-32
"TPD52L2","TPD52L2",0.950800678451149,0.078395499298433,1.52273528023263e-87,5.90394724449804e-86
"TPH1","TPH1",-0.507260304676151,0.213028469338967,2.48462381863993e-07,4.02702577795085e-07
"TPI1","TPI1",0.423726170456066,0.0925075328483536,3.78536305458537e-16,1.04010102582478e-15
"TPK1","TPK1",1.13256613599651,0.10492531099412,7.6548229574626e-63,1.34388433130793e-61
"TPM1","TPM1",0.256694765532542,0.103972064546738,0.16454769208696,0.171792928594955
"TPM2","TPM2",-0.738868083451514,0.118512964778316,7.93230087165394e-11,1.6250977155817e-10
"TPM3","TPM3",0.572136193636826,0.0410346144452976,6.34986057361526e-41,5.07264365152634e-40
"TPM4","TPM4",-0.916537251286903,0.220939753309633,2.14285566588459e-33,1.25215566966246e-32
"TPMT","TPMT",0.842848606663193,0.12236490313703,4.19023056881751e-51,4.77285305843396e-50
"TPP1","TPP1",1.09190556558455,0.0754907068414099,9.91028163816332e-74,2.51518299230401e-72
"TPP2","TPP2",-0.433317985344115,0.124159998309875,5.03763612472107e-27,2.28534245137571e-26
"TPPP","TPPP",-0.607901595111145,0.28012248568392,8.83029488337917e-06,1.28007550842604e-05
"TPPP3","TPPP3",1.69281526414454,0.239232403657297,9.61258966958453e-21,3.27471822659029e-20
"TPR","TPR",-0.168266837118021,0.0685384762636279,2.97883161704061e-05,4.16260069706908e-05
"TPRA1","TPRA1",0.0903006556420201,0.114375789403692,0.000710358679838903,0.000892390434419257
"TPRG1","TPRG1",2.83450637511932,0.281467785907474,6.35917080438511e-84,2.21325175685953e-82
"TPRG1L","TPRG1L",0.2275803607752,0.121261919848488,1.1320071510795e-08,2.0071921822284e-08
"TPRKB","TPRKB",-0.133513917145403,0.0592398826873511,0.0175029843383521,0.0196471164258209
"TPRN","TPRN",-0.00164701213476378,0.0757658535017491,0.210267752986234,0.217977448510289
"TPSAB1","TPSAB1",-1.02375935136525,0.79132902449849,6.40370713823135e-17,1.83053136566685e-16
"TPSB2","TPSB2",-0.510303344449441,0.483594720003824,0.000136203446993658,0.00018051771846849
"TPSD1","TPSD1",-0.731869226512986,0.49576129336121,3.45636222105653e-05,4.80115293700967e-05
"TPST1","TPST1",0.963038925991053,0.258151934681247,4.66161369360003e-07,7.41311794187323e-07
"TPST2","TPST2",0.364628537042179,0.0849843040523266,1.09209203510899e-10,2.21725956614978e-10
"TPT1","TPT1",-0.033860915472123,0.113837546356444,0.00053746505596519,0.000682030550229601
"TPX2","TPX2",-0.206811101391408,0.259419340579404,0.000535686908246648,0.000679919094568122
"TRA2A","TRA2A",-0.182132115468267,0.138815806842742,1.82918735647348e-09,3.42933014712614e-09
"TRA2B","TRA2B",-0.136871408273656,0.121863798639991,1.08230065569493e-05,1.55869627401534e-05
"TRABD","TRABD",0.455512074079983,0.0614401716057183,7.33894562856468e-18,2.18662002044569e-17
"TRADD","TRADD",0.297513295646712,0.146990383740176,1.45598752466474e-08,2.56521899142753e-08
"TRAF1","TRAF1",0.408752149757503,0.116727576546932,5.56273386903182e-05,7.60634362355954e-05
"TRAF2","TRAF2",-0.272195400765776,0.0699164696261317,4.22011642068547e-12,9.28160490676629e-12
"TRAF3","TRAF3",0.385473847263056,0.0631732754456476,1.51045414533668e-07,2.48362145212632e-07
"TRAF3IP1","TRAF3IP1",-0.478228997142318,0.0830679059407275,1.20244037376474e-32,6.83181277752823e-32
"TRAF3IP2","TRAF3IP2",-0.615430428481214,0.223840914522351,3.02431668697825e-29,1.48876929384211e-28
"TRAF3IP3","TRAF3IP3",0.383768424754177,0.167352592201764,7.07096253970283e-13,1.62859262983906e-12
"TRAF4","TRAF4",-0.930672220647047,0.371853766000725,7.44689831863686e-27,3.33485442764238e-26
"TRAF5","TRAF5",-1.06886226103242,0.112061480271648,1.29167621483181e-23,5.03762188241909e-23
"TRAF6","TRAF6",-0.0292293946066478,0.180347691120367,9.50650109213979e-10,1.81864163451848e-09
"TRAF7","TRAF7",0.0976056179515022,0.0781922095731076,0.000623318857218444,0.000786949974275683
"TRAFD1","TRAFD1",0.632673089032636,0.066117934414633,5.97828953182943e-35,3.71009282050916e-34
"TRAIP","TRAIP",-0.389191161654984,0.193553528589309,3.37572053146691e-08,5.79898996767942e-08
"TRAK1","TRAK1",0.231335409498514,0.0435963180695044,5.81726683160233e-11,1.20025874669028e-10
"TRAK2","TRAK2",-0.376094849402637,0.0807008210505954,1.13858197470459e-06,1.76235906955901e-06
"TRAM1","TRAM1",0.000858375774899116,0.0827438397424639,0.026159614065117,0.0289546109556526
"TRAM2","TRAM2",-0.00563589369913774,0.0448593871085901,0.997535857497374,0.997619669953894
"TRANK1","TRANK1",-0.829762543202497,0.155064441097602,3.43310894036803e-33,1.99046739976623e-32
"TRAP1","TRAP1",0.0805529209085434,0.19124219952583,0.000165297768884411,0.000217407662213386
"TRAPPC1","TRAPPC1",0.597876392701418,0.0931316460440081,1.82564661721544e-32,1.02940178515942e-31
"TRAPPC10","TRAPPC10",0.242809007870663,0.100939433472996,3.92222142189119e-16,1.07671129116169e-15
"TRAPPC2","TRAPPC2",-0.325663502633264,0.0835684671287419,1.72824594720722e-15,4.59386143582124e-15
"TRAPPC2L","TRAPPC2L",0.225169361936872,0.0427210793281944,8.18243930788328e-06,1.18891082863446e-05
"TRAPPC2P1","TRAPPC2P1",-0.357529640617399,0.091160581616743,8.73204747187603e-10,1.67317387407824e-09
"TRAPPC3","TRAPPC3",0.122261049547246,0.0650651440013849,6.8835678125227e-06,1.00607941641034e-05
"TRAPPC4","TRAPPC4",0.149409313448025,0.0491675200800521,0.00113562743014638,0.00140192629133295
"TRAPPC5","TRAPPC5",0.543551031199666,0.147549371324909,4.02358415219273e-10,7.87838824865111e-10
"TRAPPC6A","TRAPPC6A",-0.351690874345711,0.085792884631576,4.10731283833813e-09,7.51219187380742e-09
"TRAPPC6B","TRAPPC6B",-0.251088802767174,0.122152465533168,3.51330378964673e-08,6.02577161500936e-08
"TRAPPC8","TRAPPC8",0.0352919715112223,0.0392053347183795,0.35611472413405,0.363567506764525
"TRAPPC9","TRAPPC9",-0.0459013068138126,0.0823710442960607,0.00177035482340076,0.00215179551342176
"TRAT1","TRAT1",-0.340988118688593,0.315192103200993,0.00314367600698354,0.00374641324700892
"TRDMT1","TRDMT1",-0.322653684322435,0.0451181306095011,4.56713678255671e-11,9.4807515037971e-11
"TREM1","TREM1",2.38297996213326,0.144240922827663,2.76823027902807e-75,7.42122635388989e-74
"TREML1","TREML1",1.06817403687075,0.200627684650031,7.39998095466043e-06,1.07864282761846e-05
"TREML2","TREML2",-0.779253861423983,0.151605349339646,1.85938372385457e-14,4.67813241704522e-14
"TREML4","TREML4",0.879615958267713,0.226401093976587,0.00224393478670247,0.00270449126833936
"TRERF1","TRERF1",0.634407027325441,0.0829548877792582,3.21092503204227e-15,8.39623037267115e-15
"TREX1","TREX1",0.956772071463553,0.119328666740819,1.30816763204521e-45,1.244693790906e-44
"TRIAP1","TRIAP1",-0.12187579602177,0.0633868253816956,0.0066777775202184,0.0077531784845064
"TRIB1","TRIB1",0.944093858156656,0.220959578474792,1.91328035241273e-24,7.77792897362319e-24
"TRIB2","TRIB2",0.575891648883575,0.191918896318179,1.38856162387957e-06,2.13816934140213e-06
"TRIB3","TRIB3",0.103985828239162,0.122454000142872,0.0193044393940628,0.0215959344086024
"TRIM11","TRIM11",0.250618073300743,0.192771222006816,1.31710632965544e-13,3.15506472970188e-13
"TRIM13","TRIM13",-0.135562121178125,0.233763038610394,5.56708332543189e-13,1.29121186326219e-12
"TRIM14","TRIM14",0.229313764125007,0.18159846822785,5.12155185777544e-09,9.31141465756851e-09
"TRIM16","TRIM16",-1.75563478350576,0.174328139559689,4.93476067170829e-51,5.61016774358584e-50
"TRIM16L","TRIM16L",-1.25410441949498,0.101040384499028,1.01834744069655e-52,1.24067447150574e-51
"TRIM2","TRIM2",-1.58220097046491,0.296148012900577,1.73575053713181e-30,8.97508194764552e-30
"TRIM21","TRIM21",0.588722165646259,0.123446198053118,1.71147865964739e-28,8.17485171981659e-28
"TRIM22","TRIM22",0.378503034188826,0.124722083955419,2.86225098443039e-13,6.73707207191514e-13
"TRIM23","TRIM23",-0.0863181997145658,0.104207272946283,0.0170013514679318,0.0191020470570882
"TRIM24","TRIM24",-0.713113463252081,0.151452609085736,3.54452812530834e-49,3.79752639743881e-48
"TRIM25","TRIM25",0.47000659139525,0.110364195956363,1.41667138766059e-21,5.01864271646547e-21
"TRIM27","TRIM27",-0.223876211662269,0.142156103441725,9.26286417786802e-08,1.54463256247076e-07
"TRIM28","TRIM28",-0.41475316956146,0.0911425429968815,1.74125724053049e-27,8.02096940171612e-27
"TRIM3","TRIM3",0.366793477878189,0.0865465221700056,4.24738715197195e-06,6.31405635942576e-06
"TRIM32","TRIM32",-0.669090181243449,0.171405577009033,3.73651583885370e-12,8.23930122820964e-12
